id,codigo_taco,grupo,descricao,umidade,energia_kcal,energia_kj,proteina_g,lipideos_g,colesterol_mg,carboidratos_g,fibra_alimentar_g,cinzas_g,observacao,fonte,created_at,updated_at
425,425,CARNES_E_DERIVADOS,"Peru, congelado, assado",65.32,163.07,682.29,26.20,5.68,91.24,0.00,0.00,2.23,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
426,426,CARNES_E_DERIVADOS,"Peru, congelado, cru",78.18,93.72,392.13,18.08,1.83,68.16,0.00,0.00,2.46,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
427,427,CARNES_E_DERIVADOS,"Porco, bisteca, crua",67.70,164.12,686.66,21.50,8.02,56.38,0.00,0.00,0.99,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
428,428,CARNES_E_DERIVADOS,"Porco, bisteca, frita",47.33,311.17,1301.93,33.75,18.52,126.30,0.00,0.00,1.55,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
429,429,CARNES_E_DERIVADOS,"Porco, bisteca, grelhada",51.84,280.08,1171.87,28.89,17.38,81.68,0.00,0.00,1.25,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
430,430,CARNES_E_DERIVADOS,"Porco, costela, assada",36.92,402.17,1682.67,30.22,30.28,112.86,0.00,0.00,1.37,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
431,431,CARNES_E_DERIVADOS,"Porco, costela, crua",61.21,255.61,1069.46,18.00,19.82,68.83,0.00,0.00,0.92,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
432,432,CARNES_E_DERIVADOS,"Porco, lombo, assado",56.56,210.23,879.62,35.73,6.40,103.08,0.00,0.00,1.37,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
433,433,CARNES_E_DERIVADOS,"Porco, lombo, cru",67.73,175.63,734.82,22.60,8.77,55.39,0.00,0.00,1.03,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
434,434,CARNES_E_DERIVADOS,"Porco, orelha, salgada, crua",59.67,258.49,1081.53,18.52,19.89,83.01,0.00,0.00,2.04,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
435,435,CARNES_E_DERIVADOS,"Porco, pernil, assado",49.26,262.26,1097.29,32.13,13.86,109.80,0.00,0.00,1.45,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
436,436,CARNES_E_DERIVADOS,"Porco, pernil, cru",67.08,186.06,778.46,20.13,11.10,58.69,0.00,0.00,1.02,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
437,437,CARNES_E_DERIVADOS,"Porco, rabo, salgado, cru",43.79,377.42,1579.11,15.58,34.47,89.09,0.00,0.00,3.50,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
438,438,CARNES_E_DERIVADOS,"Presunto, com capa de gordura",73.95,127.85,534.92,14.37,6.77,39.51,1.40,0.00,3.51,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
439,439,CARNES_E_DERIVADOS,"Presunto, sem capa de gordura",77.18,93.74,392.22,14.29,2.71,35.77,2.15,0.00,3.68,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
440,440,CARNES_E_DERIVADOS,"Quibe, assado",69.02,136.23,569.98,14.59,2.68,33.73,12.86,1.90,0.85,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
441,441,CARNES_E_DERIVADOS,"Quibe, cru",74.51,109.49,458.11,12.35,1.67,26.93,10.77,1.65,0.70,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
442,442,CARNES_E_DERIVADOS,"Quibe, frito",53.96,253.83,1062.03,14.89,15.80,37.77,12.34,NULL,3.01,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
443,443,CARNES_E_DERIVADOS,Salame,34.70,397.84,1664.57,25.81,30.64,85.09,2.91,0.00,5.94,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
444,444,CARNES_E_DERIVADOS,"Toucinho, cru",27.61,592.53,2479.15,11.48,60.26,73.08,0.00,0.00,0.30,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
445,445,CARNES_E_DERIVADOS,"Toucinho, frito",6.33,696.56,2914.42,27.28,64.31,89.46,0.00,0.00,0.73,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
446,446,LEITE_E_DERIVADOS,"Bebida láctea, pêssego",87.69,55.16,230.81,2.13,1.91,5.37,7.57,0.29,0.70,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
447,447,LEITE_E_DERIVADOS,"Creme de Leite",70.89,221.48,926.69,1.51,22.48,66.48,4.51,0.00,0.61,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
448,448,LEITE_E_DERIVADOS,"Iogurte, 0tural",90.04,51.49,215.43,4.06,3.04,13.78,1.92,0.00,0.94,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
449,449,LEITE_E_DERIVADOS,"Iogurte, 0tural, des0tado",89.22,41.49,173.61,3.83,0.32,3.33,5.77,0.00,0.86,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
450,450,LEITE_E_DERIVADOS,"Iogurte, sabor abacaxi",NULL,NULL,NULL,NULL,NULL,5.63,NULL,NULL,NULL,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
451,451,LEITE_E_DERIVADOS,"Iogurte, sabor morango",84.63,69.57,291.06,2.71,2.33,7.49,9.69,0.22,0.63,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
452,452,LEITE_E_DERIVADOS,"Iogurte, sabor pêssego",85.06,67.85,283.88,2.53,2.34,8.40,9.43,0.72,0.64,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
453,453,LEITE_E_DERIVADOS,"Leite, condensado",26.96,312.57,1307.80,7.67,6.74,27.64,57.00,0.00,1.63,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
454,454,LEITE_E_DERIVADOS,"Leite, de cabra",87.07,66.42,277.88,3.07,3.75,13.99,5.25,0.00,0.86,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
455,455,LEITE_E_DERIVADOS,"Leite, de vaca, achocolatado",80.89,82.82,346.52,2.10,2.17,6.08,14.16,0.65,0.68,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
456,456,LEITE_E_DERIVADOS,"Leite, de vaca, des0tado, pó",3.10,361.61,1512.97,34.69,0.93,24.79,53.04,0.00,8.23,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
457,457,LEITE_E_DERIVADOS,"Leite, de vaca, des0tado, UHT",NULL,NULL,NULL,NULL,NULL,3.75,NULL,0.00,0.83,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
458,458,LEITE_E_DERIVADOS,"Leite, de vaca, integral",NULL,NULL,NULL,NULL,NULL,10.49,NULL,0.00,0.76,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
459,459,LEITE_E_DERIVADOS,"Leite, de vaca, integral, pó",2.70,496.65,2077.98,25.42,26.90,85.26,39.18,0.00,5.80,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
460,460,LEITE_E_DERIVADOS,"Leite, fermentado",81.88,69.62,291.30,1.89,0.10,1.85,15.67,0.00,0.45,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
461,461,LEITE_E_DERIVADOS,"Queijo, mi0s, frescal",56.12,264.27,1105.72,17.41,20.18,62.00,3.24,0.00,3.04,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
462,462,LEITE_E_DERIVADOS,"Queijo, mi0s, meia cura",47.12,320.72,1341.90,21.21,24.61,76.30,3.57,0.00,3.49,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
463,463,LEITE_E_DERIVADOS,"Queijo, mozarela",45.34,329.87,1380.18,22.65,25.18,79.58,3.05,0.00,3.78,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
464,464,LEITE_E_DERIVADOS,"Queijo, parmesão",21.25,452.96,1895.20,35.55,33.53,105.84,1.66,0.00,8.01,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
465,465,LEITE_E_DERIVADOS,"Queijo, pasteurizado",54.42,303.08,1268.09,9.36,27.44,82.16,5.68,0.00,3.11,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
466,466,LEITE_E_DERIVADOS,"Queijo, petit suisse, morango",72.22,121.11,506.71,5.79,2.84,12.07,18.46,0.00,0.70,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
467,467,LEITE_E_DERIVADOS,"Queijo, prato",42.44,359.88,1505.74,22.66,29.11,90.90,1.88,0.00,3.91,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
468,468,LEITE_E_DERIVADOS,"Queijo, requeijão, cremoso",62.47,256.58,1073.52,9.63,23.44,73.67,2.43,0.00,2.03,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
469,469,LEITE_E_DERIVADOS,"Queijo, ricota",73.57,139.73,584.64,12.60,8.11,48.70,3.79,0.00,1.93,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
470,470,BEBIDAS_ALCOOLICAS_E_NAO_ALCOOLICAS,"Bebida isotônica, sabores variados",93.51,25.61,107.17,0.00,0.00,0.00,6.40,0.00,0.09,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
471,471,BEBIDAS_ALCOOLICAS_E_NAO_ALCOOLICAS,"Café, infusão 10%",97.37,9.07,37.95,0.71,0.07,0.00,1.48,0.00,0.37,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
472,472,BEBIDAS_ALCOOLICAS_E_NAO_ALCOOLICAS,"Ca0, aguardente 1",NULL,215.66,902.33,NULL,NULL,0.00,NULL,0.00,NULL,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
473,473,BEBIDAS_ALCOOLICAS_E_NAO_ALCOOLICAS,"Ca0, caldo de",81.73,65.34,273.40,0.00,0.00,0.00,18.15,0.14,0.12,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
474,474,BEBIDAS_ALCOOLICAS_E_NAO_ALCOOLICAS,"Cerveja, pilsen 2",92.38,40.72,170.37,0.56,0.00,0.00,3.32,0.00,0.12,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
475,475,BEBIDAS_ALCOOLICAS_E_NAO_ALCOOLICAS,"Chá, erva-doce, infusão 5%",99.61,1.40,5.85,0.00,0.00,0.00,0.39,0.00,0.00,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
476,476,BEBIDAS_ALCOOLICAS_E_NAO_ALCOOLICAS,"Chá, mate, infusão 5%",99.31,2.73,11.43,0.00,0.05,0.00,0.64,0.00,0.00,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
477,477,BEBIDAS_ALCOOLICAS_E_NAO_ALCOOLICAS,"Chá, preto, infusão 5%",99.37,2.25,9.41,0.00,0.00,0.00,0.63,0.00,0.00,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
478,478,BEBIDAS_ALCOOLICAS_E_NAO_ALCOOLICAS,"Coco, água de",94.25,21.51,89.99,0.00,0.00,0.00,5.28,0.13,0.46,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
479,479,BEBIDAS_ALCOOLICAS_E_NAO_ALCOOLICAS,"Refrigerante, tipo água tônica",92.01,30.78,128.78,0.00,0.00,0.00,7.95,0.00,0.04,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
480,480,BEBIDAS_ALCOOLICAS_E_NAO_ALCOOLICAS,"Refrigerante, tipo cola",91.28,33.51,140.22,0.00,0.00,0.00,8.66,0.00,0.06,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
481,481,BEBIDAS_ALCOOLICAS_E_NAO_ALCOOLICAS,"Refrigerante, tipo guaraná",89.96,38.70,161.92,0.00,0.00,0.00,10.00,0.00,0.04,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
482,482,BEBIDAS_ALCOOLICAS_E_NAO_ALCOOLICAS,"Refrigerante, tipo laranja",88.17,45.63,190.90,0.00,0.00,0.00,11.79,0.00,0.04,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
483,483,BEBIDAS_ALCOOLICAS_E_NAO_ALCOOLICAS,"Refrigerante, tipo limão",89.69,39.72,166.18,0.00,0.00,0.00,10.26,0.00,0.05,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
484,484,OVOS_E_DERIVADOS,"Omelete, de queijo",60.49,268.01,1121.34,15.57,22.01,383.83,0.44,0.00,1.49,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
485,485,OVOS_E_DERIVADOS,"Ovo, de codor0, inteiro, cru",71.67,176.89,740.12,13.69,12.68,568.00,0.77,0.00,1.19,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
486,486,OVOS_E_DERIVADOS,"Ovo, de galinha, clara, cozida/10minutos",85.23,59.44,248.68,13.45,0.09,0.00,0.00,0.00,0.67,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
487,487,OVOS_E_DERIVADOS,"Ovo, de galinha, gema, cozida/10minutos",50.02,352.67,1475.59,15.90,30.78,1272.37,1.56,0.00,1.74,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
488,488,OVOS_E_DERIVADOS,"Ovo, de galinha, inteiro, cozido/10minutos",75.77,145.70,609.61,13.29,9.48,396.57,0.61,0.00,0.85,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
489,489,OVOS_E_DERIVADOS,"Ovo, de galinha, inteiro, cru",75.60,143.11,598.78,13.03,8.90,355.94,1.64,0.00,0.83,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
490,490,OVOS_E_DERIVADOS,"Ovo, de galinha, inteiro, frito",63.50,240.19,1004.94,15.62,18.59,516.26,1.19,0.00,1.10,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
491,491,PRODUTOS_ACUCARADOS,"Achocolatado, pó",1.10,401.02,1677.87,4.20,2.17,0.00,91.18,3.89,1.35,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
492,492,PRODUTOS_ACUCARADOS,"Açúcar, cristal",0.05,386.85,1619.21,0.32,0.00,0.00,99.61,0.00,0.00,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
493,493,PRODUTOS_ACUCARADOS,"Açúcar, mascavo",3.32,368.55,1542.03,0.76,0.09,0.00,94.45,0.00,1.38,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
494,494,PRODUTOS_ACUCARADOS,"Açúcar, refi0do",0.12,386.57,1617.43,0.32,0.00,0.00,99.54,0.00,0.00,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
495,495,PRODUTOS_ACUCARADOS,"Chocolate, ao leite",1.26,539.59,2257.63,7.22,30.27,16.52,59.58,2.17,1.68,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
496,496,PRODUTOS_ACUCARADOS,"Chocolate, ao leite, com castanha do Pará",1.21,558.88,2338.34,7.41,34.19,15.50,55.38,2.46,1.81,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
497,497,PRODUTOS_ACUCARADOS,"Chocolate, ao leite, dietético",1.73,556.82,2329.75,6.90,33.77,12.96,56.32,2.85,1.28,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
498,498,PRODUTOS_ACUCARADOS,"Chocolate, meio amargo",1.02,474.92,1987.06,4.86,29.86,2.22,62.42,4.94,1.84,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
499,499,PRODUTOS_ACUCARADOS,"Cocada branca",3.42,448.85,1877.97,1.12,13.59,0.00,81.38,3.57,0.48,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
500,500,PRODUTOS_ACUCARADOS,"Doce, de abóbora, cremoso",43.88,198.94,832.35,0.92,0.21,0.00,54.61,2.28,0.38,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
501,501,PRODUTOS_ACUCARADOS,"Doce, de leite, cremoso",27.50,306.31,1281.60,5.48,5.99,20.06,59.49,0.00,1.54,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
502,502,PRODUTOS_ACUCARADOS,"Geléia, mocotó, 0tural",73.48,106.09,443.87,2.13,0.07,0.00,24.23,0.00,0.09,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
503,503,PRODUTOS_ACUCARADOS,"Glicose de milho",20.41,292.12,1222.22,0.00,0.00,0.00,79.38,0.00,0.21,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
504,504,PRODUTOS_ACUCARADOS,"Maria mole",21.57,301.24,1260.37,3.81,0.19,0.00,73.55,0.67,0.87,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
505,505,PRODUTOS_ACUCARADOS,"Maria mole, coco queimado",20.73,306.63,1282.95,3.93,0.09,0.00,75.06,0.64,0.18,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
506,506,PRODUTOS_ACUCARADOS,Marmelada,28.50,257.24,1076.30,0.40,0.14,0.00,70.76,4.07,0.20,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
507,507,PRODUTOS_ACUCARADOS,"Mel, de abelha",15.82,309.24,1293.87,0.00,0.00,0.00,84.03,0.00,0.14,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
508,508,PRODUTOS_ACUCARADOS,Melado,22.09,296.51,1240.58,0.00,0.00,0.00,76.62,0.00,1.30,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
509,509,PRODUTOS_ACUCARADOS,Quindim,23.93,411.35,1721.08,4.74,24.43,271.02,46.30,3.22,0.61,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
510,510,PRODUTOS_ACUCARADOS,Rapadura,7.10,351.96,1472.59,0.99,0.07,0.00,90.79,0.00,1.05,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
511,511,MISCELANEAS,"Café, pó, torrado",2.93,418.62,1751.50,14.70,11.95,0.00,65.75,51.23,4.67,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
512,512,MISCELANEAS,"Capuccino, pó",2.60,417.41,1746.43,11.31,8.63,28.90,73.61,2.44,3.84,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
513,513,MISCELANEAS,"Fermento em pó, químico",7.08,89.72,375.40,0.48,0.07,0.00,43.91,0.00,48.46,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
514,514,MISCELANEAS,"Fermento, biológico, levedura, tablete",71.90,89.79,375.70,16.96,1.52,0.00,7.70,4.17,1.93,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
515,515,MISCELANEAS,"Gelati0, sabores variados, pó",1.24,380.22,1590.85,8.89,0.00,0.00,89.22,0.00,0.62,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
516,516,MISCELANEAS,"Sal, dietético",0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.40,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
517,517,MISCELANEAS,"Sal, grosso",0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
518,518,MISCELANEAS,Shoyu,70.63,60.93,254.92,3.31,0.33,0.00,11.65,0.00,14.09,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
519,519,MISCELANEAS,"Tempero a base de sal",7.65,21.33,89.24,2.67,0.26,0.00,2.07,0.56,87.35,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
520,520,OUTROS_ALIMENTOS_INDUSTRIALIZADOS,"Azeito0, preta, conserva",68.46,194.15,812.34,1.16,20.35,0.00,5.54,4.56,4.48,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
521,521,OUTROS_ALIMENTOS_INDUSTRIALIZADOS,"Azeito0, verde, conserva",76.26,136.94,572.94,0.95,14.22,0.00,4.10,3.85,4.48,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
522,522,OUTROS_ALIMENTOS_INDUSTRIALIZADOS,"Chantilly, spray, com gordura vegetal",55.14,314.96,1317.78,0.53,27.27,0.00,16.86,0.00,0.21,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
523,523,OUTROS_ALIMENTOS_INDUSTRIALIZADOS,"Leite, de coco",77.98,166.16,695.21,1.01,18.36,0.00,2.19,0.68,0.44,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
524,524,OUTROS_ALIMENTOS_INDUSTRIALIZADOS,"Maionese, 0adicio0l com ovos",58.42,302.15,1264.21,0.58,30.50,42.47,7.90,0.00,2.60,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
525,525,ALIMENTOS_PREPARADOS,Acarajé,50.46,289.21,1210.06,8.35,19.93,25.46,19.11,9.36,2.15,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
526,526,ALIMENTOS_PREPARADOS,"Arroz carreteiro",68.04,153.77,643.38,10.83,7.12,36.09,11.58,1.50,2.43,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
527,527,ALIMENTOS_PREPARADOS,"Baião de dois, arroz e feijão-de-corda",69.05,135.68,567.69,6.24,3.23,4.10,20.42,5.07,1.06,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
528,528,ALIMENTOS_PREPARADOS,Barreado,71.17,164.98,690.26,18.27,9.53,60.11,0.24,0.15,0.79,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
529,529,ALIMENTOS_PREPARADOS,"Bife à cavalo, com con0a filé",54.21,291.23,1218.50,23.66,21.15,256.63,0.00,0.00,1.12,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
530,530,ALIMENTOS_PREPARADOS,"Bolinho de arroz",41.50,273.51,1144.38,8.04,8.29,70.30,41.68,2.74,0.49,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
531,531,ALIMENTOS_PREPARADOS,"Camarão à baia0",81.99,100.78,421.68,7.94,5.97,116.78,3.17,0.39,0.93,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
532,532,ALIMENTOS_PREPARADOS,"Charuto, de repolho",81.55,78.23,327.33,6.78,1.12,21.34,10.13,1.46,0.42,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
533,533,ALIMENTOS_PREPARADOS,"Cuscuz, de milho, cozido com sal",71.14,113.46,474.71,2.16,0.68,0.00,25.28,2.05,0.75,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
534,534,ALIMENTOS_PREPARADOS,"Cuscuz, paulista",68.94,142.12,594.64,2.56,4.65,15.05,22.51,2.43,1.34,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
535,535,ALIMENTOS_PREPARADOS,"Cuxá, molho",80.99,80.09,335.10,5.64,3.59,58.39,5.74,3.02,4.03,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
536,536,ALIMENTOS_PREPARADOS,Dobradinha,75.27,124.50,520.91,19.77,4.44,144.02,0.00,0.00,0.29,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
537,537,ALIMENTOS_PREPARADOS,"Es0ogonofe de carne",70.13,173.14,724.42,15.03,10.80,66.22,2.98,NULL,1.06,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
538,538,ALIMENTOS_PREPARADOS,"Es0ogonofe de frango",70.89,156.81,656.08,17.55,7.96,79.96,2.59,NULL,1.00,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
539,539,ALIMENTOS_PREPARADOS,"Feijão 0opeiro mineiro",61.67,151.56,634.13,10.17,6.79,67.88,19.58,3.57,1.79,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
540,540,ALIMENTOS_PREPARADOS,L,71.80,116.93,489.25,8.67,6.48,21.96,11.64,5.09,1.41,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
541,541,ALIMENTOS_PREPARADOS,"Frango, com açafrão",79.52,112.78,471.89,9.70,6.17,50.42,4.06,0.22,0.55,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
542,542,ALIMENTOS_PREPARADOS,"Macarrão, molho bolognesa",71.41,119.53,500.12,4.93,0.89,6.93,22.52,0.78,0.24,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
543,543,ALIMENTOS_PREPARADOS,Maniçoba,76.40,134.22,561.59,9.96,8.70,42.77,3.42,2.16,1.53,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
544,544,ALIMENTOS_PREPARADOS,Quibebe,81.11,86.35,361.29,8.56,2.67,0.00,6.64,1.67,1.02,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
545,545,ALIMENTOS_PREPARADOS,"Salada, de legumes, com maionese",82.04,96.10,402.10,1.05,7.04,7.20,8.92,2.22,0.95,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
546,546,ALIMENTOS_PREPARADOS,"Salada, de legumes, cozida no vapor",89.98,35.41,148.15,2.01,0.31,0.00,7.09,2.51,0.61,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
